color,team name,player name,platform,player id,car id,car name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,goals conceded while last defender,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,avg speed,total distance,time slow speed,percentage slow speed,time boost speed,percentage boost speed,time supersonic speed,percentage supersonic speed,time on ground,percentage on ground,time low in air,percentage low in air,time high in air,percentage high in air,time powerslide,avg powerslide time,count powerslide,time most back,time most forward,avg distance to ball,avg distance to ball has possession,avg distance to ball no possession,time behind ball,percentage behind ball,time in front of ball,percentage in front of ball,time defensive half,percentage defensive half,time offensive half,percentage offensive half,time defensive third,percentage defensive third,time neutral third,percentage neutral third,time offensive third,percentage offensive third,demos inflicted,demos taken,file_name
blue,,Dlakalis,PS4,Dlakalis,23,Octane,338,425,1,0,2,4,6,0,0,25.0,275,55.38,1728,1146,582,19,52,195,23,172,1,16,15.4,37.85,83,765,76,1405,443684,183.03,55.15,128.68,38.77,20.17,6.08,211.35,63.68,108.81,32.79,11.72,3.53,5.25,0.13,40,180.0,153.6,2435,2406,2488,268.38,80.86,63.51,19.14,183.07,55.16,148.81,44.84,132.85,40.03,116.47,35.09,82.56,24.88,0,2,csv_1007.csv
orange,,DSinfinity,Steam,76561198080302493,23,Octane,338,382,0,0,4,1,11,3,2,0.0,300,46.54,1673,1129,544,14,47,247,131,116,2,11,51.01,17.52,111,271,68,1369,441293,194.26,57.45,118.42,35.02,25.43,7.52,197.77,58.49,128.51,38.01,11.83,3.5,4.77,0.15,32,177.3,151.1,2736,2522,2900,229.32,67.82,108.79,32.18,232.04,68.63,106.08,31.37,190.71,56.4,82.93,24.53,64.48,19.07,2,0,csv_1007.csv
orange,,italic,Steam,76561198021360335,23,Octane,338,370,0,0,2,5,11,3,1,0.0,429,51.95,2385,1807,578,23,44,588,332,256,5,15,47.11,27.57,476,283,90,1589,512490,136.1,40.27,138.37,40.94,63.48,18.78,183.82,54.39,142.52,42.17,11.6,3.43,5.84,0.14,41,150.4,176.8,2284,1850,2574,244.36,72.31,93.58,27.69,234.04,69.25,103.9,30.75,190.01,56.22,88.61,26.22,59.33,17.56,2,0,csv_1007.csv
blue,,italic,Steam,76561198021360335,23,Octane,356,639,2,1,1,8,5,2,0,25.0,452,53.27,2605,2015,590,28,54,544,349,195,4,18,40.84,41.17,303,600,50,1692,564879,122.56,34.4,160.83,45.14,72.91,20.46,195.82,54.96,136.62,38.34,23.86,6.7,6.15,0.13,47,193.5,145.6,2328,2010,2662,279.73,78.51,76.57,21.49,209.29,58.74,147.0,41.26,158.84,44.58,107.31,30.12,90.15,25.3,0,0,csv_1008.csv
blue,,DSinfinity,Steam,76561198080302493,23,Octane,356,380,1,1,2,2,5,2,2,50.0,371,47.45,2070,1575,495,17,44,581,432,149,5,13,51.58,27.65,156,143,73,1474,491406,170.76,47.92,147.25,41.32,38.35,10.76,204.57,57.4,145.46,40.82,6.34,1.78,3.59,0.11,33,145.1,192.5,2913,3021,2818,234.93,65.92,121.43,34.08,180.41,50.62,175.96,49.38,117.2,32.89,131.84,37.0,107.32,30.12,0,0,csv_1008.csv
orange,,iPro x RaND0mZ,XBox,33cf020400000900,403,Dominus,356,492,0,2,3,1,10,3,2,0.0,425,46.0,2338,1594,744,20,64,521,300,221,4,19,46.63,21.65,337,405,100,1550,516896,149.17,41.86,158.24,44.41,48.92,13.73,211.49,59.35,126.44,35.48,18.4,5.16,5.02,0.19,27,130.8,208.2,2105,1972,2217,236.28,66.31,120.05,33.69,231.84,65.06,124.49,34.94,166.79,46.81,114.48,32.13,75.06,21.06,0,0,csv_1008.csv
orange,,sCtz Fulfordd,Epic,0dd5227d449742999c9fdc6f62bc5b56,23,Octane,356,469,2,0,2,4,10,3,1,50.0,298,62.09,1927,1271,656,17,62,370,267,103,3,11,16.49,41.2,62,492,41,1403,467772,194.52,54.59,137.36,38.55,24.45,6.86,218.78,61.4,129.63,36.38,7.93,2.23,9.1,0.15,60,209.6,130.2,2587,2461,2699,278.54,78.17,77.8,21.83,255.92,71.82,100.41,28.18,196.03,55.01,105.16,29.51,55.14,15.47,0,0,csv_1008.csv
blue,,italic,Steam,76561198021360335,23,Octane,463,1023,4,1,3,7,13,4,3,57.14,386,53.8,2932,2349,583,30,54,538,365,173,4,17,53.41,71.99,663,489,25,1518,644404,222.02,47.96,162.7,35.14,78.24,16.9,258.43,55.82,184.79,39.92,19.73,4.26,8.23,0.17,49,223.0,210.5,2110,1811,2440,355.27,76.74,107.69,23.26,327.93,70.83,135.03,29.17,270.98,58.53,111.71,24.13,80.28,17.34,3,0,csv_1009.csv
blue,,DSinfinity,Steam,76561198080302493,23,Octane,463,535,1,3,2,2,13,4,1,50.0,295,51.06,2364,1490,874,18,76,418,187,231,2,21,39.8,35.27,136,321,12,1334,562687,280.68,60.76,164.33,35.57,16.92,3.66,285.64,61.84,166.4,36.02,9.88,2.14,8.72,0.19,47,207.3,228.7,2696,2484,2969,328.38,71.09,133.55,28.91,319.06,69.07,142.86,30.93,253.2,54.81,128.71,27.86,80.01,17.32,1,0,csv_1009.csv
orange,,shiroy.,Steam,76561199004636629,4284,Fennec,463,671,3,0,1,10,9,5,2,30.0,474,44.93,3334,2427,907,28,75,977,632,345,7,34,59.88,33.77,532,398,74,1534,642354,208.94,45.75,173.93,38.08,73.82,16.16,263.88,57.78,184.34,40.37,8.46,1.85,7.83,0.14,56,214.4,225.7,2362,1990,2644,352.85,77.26,103.84,22.74,274.25,60.05,182.44,39.95,206.59,45.24,132.03,28.91,118.06,25.85,0,2,csv_1009.csv
orange,,JKN ,Epic,0cb9f2bf864d4fda8af0e7e5f0982902,4284,Fennec,463,498,1,1,2,3,9,5,3,33.33,382,44.29,2905,2210,695,25,61,308,100,208,1,18,77.9,32.95,236,304,0,1451,601283,223.96,49.28,198.14,43.6,32.4,7.13,298.67,65.71,149.18,32.82,6.65,1.46,4.82,0.1,49,226.8,214.8,2552,2376,2717,348.93,76.77,105.58,23.23,272.4,59.93,182.11,40.07,191.62,42.16,157.47,34.65,105.41,23.19,0,2,csv_1009.csv
blue,,wollieboy2811,PS4,wollieboy2811,23,Octane,341,653,2,0,2,3,6,0,0,66.67,375,52.55,2124,1483,641,19,55,450,265,185,4,17,30.68,47.45,189,428,145,1419,453553,174.25,51.99,122.92,36.68,37.99,11.33,195.86,58.44,131.71,39.3,7.58,2.26,5.67,0.14,41,193.3,139.3,2573,2423,2717,258.61,77.16,76.54,22.84,231.68,69.13,103.47,30.87,177.19,52.87,92.14,27.49,65.82,19.64,4,2,csv_101.csv
blue,,YT_SEMT3X_,PS4,YT_SEMT3X_,23,Octane,341,549,1,1,3,3,6,0,0,33.33,459,51.02,2400,2084,316,26,29,561,440,121,6,11,39.87,40.08,259,541,162,1460,467845,167.83,50.07,118.04,35.22,49.32,14.71,177.49,52.95,143.07,42.68,14.62,4.36,5.24,0.16,33,142.8,190.6,2198,2031,2504,232.05,69.23,103.13,30.77,206.96,61.74,128.23,38.26,149.03,44.46,108.72,32.44,77.44,23.1,0,2,csv_101.csv
orange,,SimLovi,Steam,76561198253860195,4284,Fennec,341,295,0,0,2,2,6,3,3,0.0,413,54.82,2328,1607,721,22,64,440,239,201,4,18,29.95,44.49,391,627,175,1525,489666,140.89,42.04,141.64,42.26,52.64,15.71,218.76,65.27,115.18,34.36,1.23,0.37,9.11,0.1,92,213.1,121.0,2554,2386,2682,260.23,77.64,74.94,22.36,219.11,65.37,116.06,34.63,154.28,46.03,109.83,32.77,71.06,21.2,1,2,csv_101.csv
orange,,italic,Steam,76561198021360335,23,Octane,341,190,0,0,0,4,6,3,0,0.0,411,47.87,2337,1758,579,20,50,565,345,220,4,19,56.11,17.36,340,194,32,1582,503309,128.36,38.5,146.93,44.08,58.07,17.42,180.69,54.2,132.66,39.79,20.02,6.01,6.14,0.12,50,125.7,205.7,2709,2309,2887,214.09,64.22,119.28,35.78,191.84,57.55,141.53,42.45,123.15,36.94,129.68,38.9,80.53,24.16,3,2,csv_101.csv
blue,,italic,Steam,76561198021360335,23,Octane,284,813,3,1,3,5,5,0,0,60.0,356,52.39,1769,1367,402,21,34,598,467,131,7,11,43.05,43.38,318,631,232,1661,440967,103.56,36.42,132.48,46.6,48.28,16.98,139.9,49.21,121.33,42.67,23.09,8.12,4.3,0.15,28,122.2,146.1,2018,1883,2227,221.62,77.95,62.7,22.05,159.47,56.09,124.85,43.91,111.64,39.27,89.1,31.34,83.58,29.4,1,0,csv_1010.csv
blue,,DSinfinity,Steam,76561198080302493,23,Octane,284,334,2,1,0,1,5,0,0,200.0,254,61.66,1246,994,252,14,24,285,179,106,3,11,11.72,75.41,21,430,135,1327,349298,174.06,61.25,100.18,35.25,9.94,3.5,173.96,61.21,102.6,36.1,7.62,2.68,5.06,0.16,31,151.2,119.8,2840,2857,2776,229.41,80.73,54.77,19.27,165.74,58.32,118.43,41.68,124.09,43.67,90.63,31.89,69.46,24.44,0,0,csv_1010.csv
orange,,lulzergun,Epic,c6927ff6464e47aa94aa4c8c56641bc0,4284,Fennec,284,222,0,0,1,4,6,5,1,0.0,384,43.9,1662,1159,503,13,43,114,0,114,0,10,38.48,34.24,201,147,0,1446,378427,142.65,50.72,109.45,38.92,29.15,10.36,164.34,58.43,107.94,38.38,8.97,3.19,7.64,0.13,61,119.6,151.3,2238,1838,2464,202.22,71.9,79.03,28.1,200.17,71.17,81.09,28.83,145.0,51.55,94.68,33.66,41.58,14.78,0,1,csv_1010.csv
orange,,Latenhas,Steam,76561197988545771,23,Octane,284,112,0,0,0,1,6,5,4,0.0,293,47.42,1417,720,697,10,63,318,187,131,2,12,13.03,17.17,130,285,12,1453,384703,149.42,52.55,107.87,37.94,27.06,9.52,194.86,68.53,83.95,29.52,5.53,1.94,6.15,0.16,39,153.5,115.8,2628,2235,2872,208.25,73.24,76.1,26.76,207.38,72.93,76.97,27.07,147.42,51.84,106.48,37.45,30.45,10.71,0,0,csv_1010.csv
blue,,I10pAnHourI,XBox,fb03a965f5010900,23,Octane,356,532,2,0,1,5,4,2,0,40.0,360,50.87,2208,1953,255,24,22,468,384,84,4,7,30.42,61.25,167,368,15,1432,471178,192.93,54.66,123.34,34.94,36.71,10.4,202.5,57.37,134.64,38.14,15.85,4.49,6.95,0.17,42,190.1,153.6,2397,2201,2631,270.75,76.7,82.23,23.3,243.41,68.96,109.58,31.04,179.3,50.79,115.84,32.82,57.85,16.39,1,1,csv_1011.csv
blue,,italic,Steam,76561198021360335,23,Octane,356,456,1,2,1,3,4,2,2,33.33,445,54.71,2599,2187,412,29,38,321,213,108,4,10,39.58,44.08,533,345,12,1622,531336,139.27,39.77,145.35,41.51,65.54,18.72,179.14,51.16,147.02,41.99,24.0,6.85,3.94,0.14,29,154.8,186.8,2087,2164,1970,234.25,66.9,115.92,33.1,214.46,61.24,135.71,38.76,154.36,44.08,107.78,30.78,88.03,25.14,2,2,csv_1011.csv
orange,,unico151,XBox,298ddb0600000900,23,Octane,356,515,2,0,2,4,8,3,3,50.0,320,47.55,1640,1089,551,13,49,424,245,179,3,16,25.05,29.13,141,223,54,1441,474806,187.96,53.25,126.68,35.89,38.33,10.86,202.92,57.49,132.31,37.48,17.75,5.03,5.01,0.12,41,179.0,167.2,2700,2449,2887,260.35,73.76,92.62,26.24,220.78,62.55,132.2,37.45,166.26,47.1,100.6,28.5,86.12,24.4,2,1,csv_1011.csv
orange,,Fakkatuur,PS4,Fakkatuur,23,Octane,356,287,0,1,1,0,8,3,0,0.0,395,49.57,2334,1757,577,22,50,335,100,235,1,20,42.29,25.55,534,450,0,1634,533321,124.17,35.69,170.06,48.88,53.65,15.42,158.86,45.67,162.61,46.74,26.41,7.59,5.18,0.06,81,169.6,177.0,2358,2317,2385,243.14,69.89,104.74,30.11,221.86,63.77,126.02,36.23,162.32,46.66,118.48,34.06,67.08,19.28,1,2,csv_1011.csv
blue,,Try2_Peak,PS4,Try2_Peak,4284,Fennec,355,491,1,1,3,3,8,5,2,33.33,408,49.04,2235,1795,440,22,40,294,125,169,2,14,62.52,29.53,425,416,74,1626,534584,145.36,41.0,130.49,36.8,78.72,22.2,205.08,57.84,141.93,40.03,7.56,2.13,3.68,0.14,27,181.5,153.4,2829,2741,2953,248.7,70.14,105.87,29.86,206.6,58.27,147.97,41.73,161.87,45.65,101.71,28.69,90.99,25.66,0,0,csv_1012.csv
blue,,italic,Steam,76561198021360335,23,Octane,355,316,1,1,0,1,8,5,3,100.0,418,58.93,2538,1908,630,24,53,943,695,248,9,24,36.51,29.37,270,388,105,1708,555698,123.29,35.06,148.55,42.24,79.81,22.7,170.57,48.51,170.43,48.47,10.65,3.03,6.31,0.15,41,153.5,180.3,2570,2344,2834,238.04,67.69,113.61,32.31,186.13,52.93,165.51,47.07,136.78,38.9,109.57,31.16,105.29,29.94,0,1,csv_1012.csv
orange,,Outaxx,Epic,2a6d022c450d4385a78c5cc0dbeaac4f,23,Octane,355,617,3,1,1,4,4,2,1,75.0,403,51.86,2351,1799,552,22,50,479,283,196,3,17,41.6,28.53,298,405,16,1537,503569,151.49,42.73,165.44,46.67,37.57,10.6,213.54,60.24,125.02,35.27,15.95,4.5,3.04,0.12,25,148.8,185.2,2352,2446,2322,232.1,65.47,122.4,34.53,228.14,64.36,126.36,35.64,165.49,46.68,121.42,34.25,67.59,19.07,1,0,csv_1012.csv
orange,,RuNkIz98,PS4,RuNkIz98,4284,Fennec,355,546,2,2,0,4,4,2,1,50.0,409,51.64,2399,1654,745,22,64,646,374,272,5,24,16.19,33.95,272,545,125,1543,505935,160.35,45.22,150.5,42.44,43.73,12.33,198.12,55.88,144.4,40.73,12.05,3.4,7.64,0.1,80,185.6,147.3,1933,1789,2063,269.83,76.1,84.74,23.9,249.91,70.48,104.66,29.52,193.11,54.46,93.0,26.23,68.46,19.31,0,0,csv_1012.csv
blue,,SammyS_16,PS4,SammyS_16,23,Octane,372,582,1,1,3,3,11,3,0,33.33,362,51.66,1994,1534,460,23,39,298,167,131,2,11,23.82,48.44,234,678,32,1461,500529,180.29,49.22,153.1,41.8,32.89,8.98,216.0,58.97,136.1,37.16,14.17,3.87,5.07,0.1,49,191.9,163.1,2373,2307,2421,284.47,77.67,81.8,22.33,246.53,67.31,119.74,32.69,178.01,48.6,137.86,37.64,50.4,13.76,0,2,csv_1013.csv
blue,,italic,Steam,76561198021360335,23,Octane,372,544,1,0,4,4,11,3,3,25.0,386,56.6,2429,1870,559,24,51,514,345,169,4,16,43.58,46.71,389,363,41,1531,533135,169.07,45.41,146.77,39.42,56.45,15.16,204.49,54.93,152.08,40.85,15.72,4.22,7.19,0.15,47,168.5,192.2,2265,2157,2369,262.72,70.57,109.57,29.43,237.11,63.69,135.18,36.31,191.59,51.46,102.86,27.63,77.84,20.91,2,0,csv_1013.csv
orange,,CrowSly,Steam,76561198074913601,23,Octane,372,682,1,2,3,7,7,2,0,14.29,328,52.25,2095,1377,718,17,64,402,164,238,2,22,17.67,50.91,520,336,49,1471,508712,177.03,47.95,147.62,39.98,44.55,12.07,231.71,62.76,121.85,33.0,15.63,4.23,7.3,0.22,33,179.2,176.6,2649,2400,2911,286.07,77.49,83.12,22.51,230.75,62.5,138.44,37.5,167.47,45.36,119.95,32.49,81.77,22.15,2,1,csv_1013.csv
orange,,La Schwanke,Steam,76561198397562661,23,Octane,372,421,2,0,0,4,7,2,2,50.0,408,53.23,2296,1586,710,22,58,380,107,273,2,17,42.29,73.03,395,494,92,1438,498774,186.47,50.51,146.69,39.73,36.02,9.76,201.17,54.49,150.14,40.67,17.87,4.84,4.54,0.13,35,180.3,175.9,2602,2805,2399,271.17,73.45,98.01,26.55,248.44,67.3,120.74,32.7,175.48,47.53,117.11,31.72,76.6,20.75,0,1,csv_1013.csv
blue,,xxAlfa77xx937,Epic,e84e9fb519a84ce8b607db7eca711e2a,23,Octane,148,164,0,0,2,0,6,4,2,0.0,265,53.03,787,508,279,7,24,26,0,26,0,3,9.82,24.03,20,201,9,1365,176856,90.65,62.47,37.39,25.77,17.06,11.76,78.72,54.25,61.74,42.55,4.64,3.2,2.0,0.15,13,70.5,69.7,2301,2350,2190,92.33,63.63,52.78,36.37,126.88,87.44,18.22,12.56,98.21,67.68,43.05,29.67,3.85,2.65,0,1,csv_1014.csv
blue,,joshbaugh666,Epic,995624d321a34f28a9bbcceb72de3869,23,Octane,148,142,0,0,1,0,6,4,2,0.0,253,40.82,653,428,225,5,19,23,0,23,0,2,13.03,19.18,54,72,0,1359,173895,84.76,59.37,48.52,33.99,9.48,6.64,85.3,59.75,52.89,37.05,4.57,3.2,2.76,0.12,23,73.5,62.2,2490,2272,2843,104.27,73.03,38.5,26.97,128.9,90.29,13.87,9.71,102.84,72.03,32.6,22.83,7.33,5.13,0,1,csv_1014.csv
orange,,italic,Steam,76561198021360335,23,Octane,148,328,2,0,0,3,0,0,0,66.67,451,46.31,1076,838,238,9,21,457,338,119,4,11,20.08,13.73,162,61,61,1609,212820,62.06,41.9,62.14,41.96,23.9,16.14,68.76,46.43,70.63,47.69,8.71,5.88,2.06,0.16,13,44.8,88.6,2598,2152,3196,107.86,72.83,40.24,27.17,61.34,41.42,86.77,58.58,43.31,29.24,35.16,23.74,69.63,47.02,2,0,csv_1014.csv
orange,,zink,Steam,76561198179982323,23,Octane,148,298,2,0,0,3,0,0,0,66.67,388,47.14,890,598,292,8,27,205,87,118,1,12,13.16,5.5,107,201,12,1468,194112,75.75,51.09,60.34,40.7,12.18,8.21,91.47,61.7,55.52,37.45,1.27,0.86,2.68,0.12,22,88.5,43.2,2862,2978,2946,127.42,85.94,20.85,14.06,73.45,49.54,74.82,50.46,48.1,32.44,56.24,37.93,43.93,29.63,0,0,csv_1014.csv
blue,,italic,Steam,76561198021360335,23,Octane,376,717,2,1,3,2,9,4,1,100.0,415,49.41,2562,1895,667,23,60,870,608,262,7,24,55.45,35.26,417,315,105,1589,540640,156.63,42.34,151.55,40.97,61.74,16.69,196.12,53.02,159.2,43.04,14.61,3.95,5.82,0.17,35,146.7,204.3,2498,2289,2682,258.38,69.85,111.54,30.15,220.85,59.7,149.07,40.3,163.94,44.32,105.61,28.55,100.37,27.13,0,2,csv_1015.csv
blue,,beHAUPTung,Epic,49a1eea57e304f0b89e8e6f5683efc77,23,Octane,376,410,1,1,2,3,9,4,3,33.33,349,41.53,1954,1414,540,15,46,390,200,190,2,16,38.04,48.61,324,98,0,1467,507430,196.48,52.25,145.32,38.64,34.25,9.11,224.22,59.63,139.72,37.15,12.11,3.22,4.18,0.1,42,208.0,149.7,2638,2418,2827,270.73,71.99,105.32,28.01,246.71,65.61,129.34,34.39,183.11,48.69,116.77,31.05,76.17,20.26,0,0,csv_1015.csv
orange,,Shezy_m,Epic,0dbe9a9d435f4de3adbd5453f04cb907,23,Octane,376,685,3,1,1,6,5,3,1,50.0,419,48.71,2620,2183,437,30,38,846,697,149,8,13,39.86,47.99,109,649,109,1454,502279,181.64,48.29,149.17,39.66,45.31,12.05,198.86,52.87,154.92,41.19,22.35,5.94,9.61,0.09,112,202.7,148.8,2409,2397,2418,282.41,75.08,93.72,24.92,238.4,63.38,137.73,36.62,190.83,50.74,96.98,25.78,88.31,23.48,1,0,csv_1015.csv
orange,,PA-Esports_RL,Epic,91d385b2a366448797e8a187c6de62a0,23,Octane,376,531,1,3,1,3,5,3,2,33.33,377,47.6,2233,1413,820,19,72,904,561,343,7,29,34.2,34.95,212,496,138,1456,504109,190.03,50.53,153.98,40.94,32.09,8.53,233.89,62.19,132.71,35.29,9.49,2.52,3.53,0.12,30,149.5,201.8,2332,2559,2070,268.55,71.41,107.54,28.59,208.08,55.33,168.01,44.67,165.82,44.09,97.09,25.82,113.18,30.09,1,0,csv_1015.csv
blue,,jujutireur34-,Epic,1dc230b5a86740e0b79e6b564ab16a9b,23,Octane,351,669,2,1,4,4,7,2,1,50.0,320,54.3,1864,1272,592,19,51,352,240,112,4,10,43.28,56.86,159,639,159,1432,467533,188.63,53.83,130.18,37.15,31.63,9.03,223.69,63.83,114.01,32.53,12.73,3.63,7.05,0.14,50,198.1,136.3,2559,2727,2243,281.75,80.4,68.69,19.6,239.41,68.32,111.03,31.68,180.36,51.47,106.25,30.32,63.83,18.21,0,0,csv_1016.csv
blue,,Extendo on clipe,Epic,8de0d9003c8a414a9d7ba515f5dffe2f,23,Octane,351,556,2,1,1,3,7,2,1,66.67,371,48.32,2087,1619,468,21,42,553,365,188,4,18,26.57,31.67,235,493,48,1449,467816,175.1,50.4,126.16,36.32,46.14,13.28,206.62,59.47,130.98,37.7,9.81,2.82,4.99,0.16,32,135.8,194.4,2379,2196,2651,246.53,70.96,100.88,29.04,197.27,56.78,150.14,43.22,145.7,41.94,118.44,34.09,83.27,23.97,1,1,csv_1016.csv
orange,,italic,Steam,76561198021360335,23,Octane,351,527,2,0,2,2,7,4,1,100.0,420,55.54,2322,1832,490,22,46,626,543,83,6,8,49.33,44.65,349,90,36,1587,521148,144.09,41.09,138.85,39.59,67.74,19.32,176.54,50.34,161.55,46.07,12.59,3.59,3.95,0.13,30,151.7,183.4,2458,2171,2694,240.37,68.54,110.31,31.46,214.27,61.1,136.41,38.9,148.51,42.35,118.95,33.92,83.21,23.73,1,0,csv_1016.csv
orange,,Saphir,Steam,76561198846036557,4284,Fennec,351,344,0,1,1,5,7,4,3,0.0,261,56.75,1632,1115,517,16,40,326,164,162,3,15,7.09,53.48,34,509,135,1371,444134,198.22,57.04,132.08,38.01,17.23,4.96,178.06,51.24,160.55,46.2,8.92,2.57,5.0,0.15,33,186.6,147.4,2726,2237,3064,245.08,70.52,102.45,29.48,220.1,63.33,127.42,36.67,175.16,50.4,84.38,24.28,87.98,25.32,0,1,csv_1016.csv
blue,,Awake Nexzina,Steam,76561198847081016,23,Octane,277,597,3,0,2,4,6,1,0,75.0,540,50.48,2339,2006,333,24,30,540,400,140,4,14,33.95,36.0,228,393,0,1632,414421,106.44,38.47,123.66,44.69,46.58,16.84,136.35,49.28,115.01,41.57,25.31,9.15,4.29,0.1,42,121.0,136.4,2362,2167,2266,202.43,73.17,74.24,26.83,179.23,64.78,97.44,35.22,143.28,51.79,70.62,25.52,62.77,22.69,1,0,csv_1017.csv
blue,,Soyeon fan,Steam,76561198354965937,23,Octane,277,452,2,1,1,3,6,1,1,66.67,295,48.34,1396,903,493,10,43,197,67,130,1,11,10.6,22.52,116,115,34,1402,351404,151.45,55.35,94.41,34.5,27.76,10.15,172.77,63.14,91.49,33.44,9.35,3.42,2.72,0.09,32,136.4,119.0,2389,2706,2113,207.35,75.78,66.27,24.22,184.91,67.58,88.71,32.42,142.67,52.14,78.33,28.63,52.62,19.23,0,1,csv_1017.csv
orange,,LuckiestPoop,Steam,76561198018356692,23,Octane,277,344,1,0,1,5,7,5,3,20.0,397,51.92,1803,1472,331,19,30,614,496,118,5,10,33.21,34.3,293,443,3,1530,388191,130.16,47.07,100.29,36.27,46.08,16.66,153.86,55.64,111.24,40.23,11.43,4.13,3.28,0.13,25,124.4,133.3,2370,2112,2598,196.21,70.95,80.33,29.05,162.02,58.59,114.51,41.41,125.89,45.52,80.56,29.13,70.08,25.34,0,0,csv_1017.csv
orange,,italic,Steam,76561198021360335,23,Octane,277,157,0,0,1,1,7,5,2,0.0,384,52.37,1937,1609,328,19,29,326,200,126,2,12,36.81,42.83,316,269,5,1586,398165,112.67,41.2,112.48,41.13,48.32,17.67,140.59,51.41,121.48,44.42,11.4,4.17,2.96,0.13,23,132.8,121.3,2715,2715,2712,189.45,69.28,84.02,30.72,169.49,61.98,103.98,38.02,125.83,46.01,89.58,32.76,58.06,21.23,1,1,csv_1017.csv
blue,,LuckiestPoop,Steam,76561198018356692,23,Octane,352,491,2,0,2,6,7,3,2,33.33,441,52.1,2406,1797,609,22,49,617,379,238,4,20,24.11,46.39,270,426,23,1628,533924,134.54,38.38,153.62,43.82,62.38,17.8,188.4,53.75,143.98,41.07,18.15,5.18,5.36,0.12,46,152.6,191.7,2355,2194,2510,227.06,64.78,123.47,35.22,205.1,58.51,145.43,41.49,156.99,44.79,97.67,27.86,95.88,27.35,0,0,csv_1018.csv
blue,,BT Tech Support,Epic,781626d38d9a41a3bc89372352005780,4284,Fennec,352,284,0,1,1,4,7,3,1,0.0,390,48.13,2428,1737,691,22,63,514,270,244,4,21,45.18,26.24,304,481,129,1440,458333,177.64,52.1,119.77,35.13,43.55,12.77,227.0,66.58,106.03,31.1,7.93,2.33,6.25,0.13,49,189.1,146.4,2304,2147,2398,243.94,71.55,97.02,28.45,212.91,62.45,128.04,37.55,158.01,46.34,110.52,32.41,72.43,21.24,1,3,csv_1018.csv
orange,,italic,Steam,76561198021360335,23,Octane,352,668,2,0,3,4,10,2,1,50.0,432,53.15,2559,2007,552,25,49,800,537,263,8,23,34.4,38.11,476,309,153,1594,519401,139.82,40.13,127.42,36.57,81.18,23.3,175.22,50.29,148.3,42.56,24.9,7.15,3.57,0.15,24,148.4,186.3,2633,2453,2830,245.74,70.53,102.68,29.47,206.07,59.14,142.35,40.86,153.31,44.0,99.97,28.69,95.15,27.31,3,1,csv_1018.csv
orange,,Varia,Steam,76561198135036711,23,Octane,352,593,1,1,4,3,10,2,1,33.33,306,38.35,1731,1041,690,12,54,372,198,174,3,16,63.99,24.15,75,150,118,1400,458852,195.04,55.49,139.5,39.69,16.93,4.82,197.96,56.33,143.43,40.81,10.07,2.87,9.19,0.15,62,189.6,148.2,2346,2256,2453,277.93,79.08,73.53,20.92,224.61,63.91,126.86,36.09,175.56,49.95,94.81,26.98,81.09,23.07,0,0,csv_1018.csv
blue,,rough time jax.,Epic,86c4a7021a7f436cb9daef2df8c86d3f,23,Octane,342,701,2,0,3,7,8,1,0,28.57,298,48.22,1704,1226,478,14,42,280,100,180,1,15,31.03,48.46,120,96,0,1471,466947,164.43,48.92,135.7,40.37,35.99,10.71,201.45,59.93,126.65,37.68,8.03,2.39,4.86,0.14,34,165.1,162.6,2141,1701,2457,252.14,75.01,83.98,24.99,225.39,67.06,110.73,32.94,180.95,53.83,85.56,25.46,69.61,20.71,0,2,csv_1019.csv
blue,,Fery,Steam,76561198397228333,23,Octane,342,336,1,1,1,3,8,1,1,33.33,351,54.39,1826,1408,418,19,37,552,454,98,6,9,37.98,46.37,322,510,154,1355,437208,201.22,58.79,109.51,31.99,31.55,9.22,221.93,64.84,109.35,31.95,11.0,3.21,7.54,0.19,40,169.6,165.7,2237,2153,2277,273.69,79.96,68.6,20.04,231.33,67.59,110.95,32.41,176.03,51.43,106.73,31.18,59.52,17.39,0,0,csv_1019.csv
orange,,italic,Steam,76561198021360335,23,Octane,342,462,0,1,3,4,10,3,0,0.0,415,52.92,2472,1973,499,23,44,778,562,216,6,18,68.16,34.3,369,314,26,1572,507767,145.85,42.59,142.03,41.47,54.58,15.94,173.12,50.55,143.44,41.89,25.89,7.56,5.75,0.16,35,155.1,173.9,2199,2028,2440,221.02,64.54,121.44,35.46,196.57,57.4,145.88,42.6,141.67,41.37,101.19,29.55,99.59,29.08,1,0,csv_1019.csv
orange,,Furaidoman,Steam,76561198868625938,403,Dominus,342,327,1,0,1,4,10,3,3,25.0,315,53.21,1695,1315,380,16,33,483,343,140,4,13,26.51,18.65,134,285,57,1462,472983,175.83,51.36,133.64,39.04,32.85,9.6,201.67,58.91,128.78,37.62,11.88,3.47,4.3,0.14,31,172.0,155.6,2440,2669,2198,230.34,67.29,111.98,32.71,194.69,56.87,147.63,43.13,131.03,38.28,117.44,34.31,93.85,27.42,1,0,csv_1019.csv
